Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
us,c00023a5,6,"Tuesday, March 15, 2011 01:35:45 UTC",39.5495,142.6981,4.7,25.00,68,"near the east coast of Honshu, Japan"
ci,10908701,3,"Tuesday, March 15, 2011 01:22:23 UTC",32.6640,-115.7998,1.2,1.70, 9,"Southern California"
ak,10191898,1,"Tuesday, March 15, 2011 01:16:13 UTC",63.5246,-150.1998,1.5,143.40,13,"Central Alaska"
ci,10908693,3,"Tuesday, March 15, 2011 01:07:16 UTC",32.2570,-115.3078,1.7,32.80,13,"Baja California, Mexico"
ci,10908685,4,"Tuesday, March 15, 2011 00:54:56 UTC",32.5523,-115.6942,2.4,6.30,29,"Baja California, Mexico"
uu,03150044,2,"Tuesday, March 15, 2011 00:44:49 UTC",39.4710,-111.1973,1.3,13.70, 7,"Utah"
ak,10191880,1,"Tuesday, March 15, 2011 00:25:00 UTC",61.4337,-151.3156,1.9,57.50,28,"Southern Alaska"
nm,031711e,A,"Tuesday, March 15, 2011 00:18:26 UTC",35.2238,-92.3855,1.9,6.50, 5,"Arkansas"
nm,031711c,A,"Tuesday, March 15, 2011 00:17:01 UTC",35.2191,-92.3762,1.8,5.30, 5,"Arkansas"
nc,71543246,2,"Monday, March 14, 2011 23:59:03 UTC",38.8252,-122.8025,1.1,3.40,39,"Northern California"
ak,10191858,1,"Monday, March 14, 2011 23:48:49 UTC",61.3615,-149.9075,2.1,32.20,23,"Southern Alaska"
us,c000238y,6,"Monday, March 14, 2011 23:38:23 UTC",36.9297,144.0115,4.9,25.10,114,"off the east coast of Honshu, Japan"
us,c000238t,8,"Monday, March 14, 2011 23:23:13 UTC",40.0498,142.6362,5.0,24.50,143,"near the east coast of Honshu, Japan"
hv,60223501,1,"Monday, March 14, 2011 23:21:18 UTC",19.4232,-155.4005,2.0,4.80, 9,"Island of Hawaii, Hawaii"
nm,031511p,A,"Monday, March 14, 2011 23:15:45 UTC",35.2779,-92.3383,1.5,4.40, 5,"Arkansas"
ci,10908661,3,"Monday, March 14, 2011 23:06:41 UTC",35.0400,-117.6723,1.7,0.00,19,"Southern California"
ak,10191703,1,"Monday, March 14, 2011 22:42:44 UTC",60.6298,-147.9302,1.8,9.60,10,"Southern Alaska"
nm,031511o,A,"Monday, March 14, 2011 22:13:54 UTC",35.2215,-92.3808,1.7,5.10, 5,"Arkansas"
us,c000235r,9,"Monday, March 14, 2011 22:04:07 UTC",35.7354,141.0650,5.0,15.30,208,"near the east coast of Honshu, Japan"
nc,71543201,2,"Monday, March 14, 2011 22:01:06 UTC",36.5838,-121.1782,1.9,6.60,37,"Central California"
uw,03142145,1,"Monday, March 14, 2011 21:45:09 UTC",47.2874,-123.9493,1.5,15.30,12,"Olympic Peninsula, Washington"
hv,60223481,1,"Monday, March 14, 2011 21:44:10 UTC",18.9710,-155.4330,2.9,37.10,34,"Hawaii region, Hawaii"
ak,10191660,1,"Monday, March 14, 2011 21:43:13 UTC",61.6219,-151.2753,1.5,3.70, 8,"Southern Alaska"
nc,71543196,4,"Monday, March 14, 2011 21:30:47 UTC",38.7558,-122.7317,1.1,2.60,43,"Northern California"
nc,71543191,2,"Monday, March 14, 2011 21:28:01 UTC",37.7575,-121.9165,1.7,9.90,25,"San Francisco Bay area, California"
uw,03142108,1,"Monday, March 14, 2011 21:08:28 UTC",47.2841,-123.9008,1.9,11.40,14,"Olympic Peninsula, Washington"
ci,10908613,2,"Monday, March 14, 2011 20:55:31 UTC",34.0130,-117.4573,1.1,0.00,10,"Greater Los Angeles area, California"
nc,71543171,2,"Monday, March 14, 2011 20:53:37 UTC",37.7545,-121.9102,1.0,9.30,11,"San Francisco Bay area, California"
nc,71543166,2,"Monday, March 14, 2011 20:53:16 UTC",38.8085,-122.7927,1.1,3.80,43,"Northern California"
hv,60223461,1,"Monday, March 14, 2011 20:50:00 UTC",20.0215,-155.6932,2.3,9.90,21,"Hawaii region, Hawaii"
us,c0002318,9,"Monday, March 14, 2011 20:41:25 UTC",50.9945,156.4955,5.0,133.90,246,"Kuril Islands"
ak,10191583,1,"Monday, March 14, 2011 20:05:29 UTC",62.2004,-148.5914,2.0,0.00,24,"Central Alaska"
ci,10908597,4,"Monday, March 14, 2011 20:02:33 UTC",35.7947,-117.9807,1.9,4.80,37,"Central California"
nc,71543141,2,"Monday, March 14, 2011 19:45:29 UTC",36.7558,-121.5967,1.2,0.00,25,"Central California"
us,c00022xf,9,"Monday, March 14, 2011 19:28:27 UTC",38.6843,141.9651,5.2,26.20,174,"near the east coast of Honshu, Japan"
nn,00329151,7,"Monday, March 14, 2011 19:27:20 UTC",36.4871,-115.6392,1.2,0.00, 8,"Nevada"
ci,10908573,3,"Monday, March 14, 2011 19:23:10 UTC",33.4757,-116.4290,1.7,9.00,47,"Southern California"
ci,10908565,4,"Monday, March 14, 2011 19:23:10 UTC",33.4733,-116.4348,1.7,8.00,58,"Southern California"
us,c00022vh,6,"Monday, March 14, 2011 18:41:01 UTC",36.5943,141.8945,5.5,22.80,90,"near the east coast of Honshu, Japan"
nc,71543091,3,"Monday, March 14, 2011 18:25:56 UTC",38.8113,-122.7943,1.3,2.40,47,"Northern California"
nm,031511n,A,"Monday, March 14, 2011 18:25:49 UTC",35.2678,-92.3458,1.3,4.10, 5,"Arkansas"
nc,71543096,2,"Monday, March 14, 2011 18:24:51 UTC",36.5303,-121.1170,1.2,2.60,19,"Central California"
hv,60223431,1,"Monday, March 14, 2011 18:18:21 UTC",19.3970,-155.2748,1.9,1.90,11,"Island of Hawaii, Hawaii"
nc,71543081,2,"Monday, March 14, 2011 18:08:24 UTC",36.5835,-121.1797,1.6,6.30,27,"Central California"
us,c00022uj,7,"Monday, March 14, 2011 17:59:41 UTC",37.2121,142.4128,5.7,18.90,251,"off the east coast of Honshu, Japan"
us,c00022v1,5,"Monday, March 14, 2011 17:49:59 UTC",37.6643,144.6157,4.6,38.30,60,"off the east coast of Honshu, Japan"
nm,031411k,A,"Monday, March 14, 2011 17:32:07 UTC",35.2761,-92.3358,2.1,4.70, 7,"Arkansas"
us,c00022tc,5,"Monday, March 14, 2011 17:26:04 UTC",37.6564,142.1638,4.7,34.40,39,"off the east coast of Honshu, Japan"
us,c00022t5,3,"Monday, March 14, 2011 17:21:57 UTC",22.3317,121.4405,4.5,18.10,29,"Taiwan region"
us,c00022t4,4,"Monday, March 14, 2011 17:14:45 UTC",36.8780,142.9316,4.7,19.50,22,"off the east coast of Honshu, Japan"
ci,10908517,4,"Monday, March 14, 2011 16:47:20 UTC",33.8417,-117.4945,1.4,0.00,27,"Greater Los Angeles area, California"
ci,10908509,2,"Monday, March 14, 2011 16:26:57 UTC",34.3420,-116.8807,1.3,0.00, 8,"Southern California"
us,2011ild5,8,"Monday, March 14, 2011 16:22:59 UTC",38.4198,142.6047,4.7,7.10,10,"near the east coast of Honshu, Japan"
us,2011ild4,4,"Monday, March 14, 2011 16:11:30 UTC",36.5704,141.1212,4.6,35.00,19,"near the east coast of Honshu, Japan"
ci,10908493,4,"Monday, March 14, 2011 16:08:34 UTC",33.4795,-116.5853,1.0,10.90,38,"Southern California"
nm,031411i,A,"Monday, March 14, 2011 15:59:59 UTC",35.2803,-92.3370,2.2,4.80, 8,"Arkansas"
us,2011ildz,6,"Monday, March 14, 2011 15:56:08 UTC",37.0555,141.6088,4.6,20.40,23,"near the east coast of Honshu, Japan"
nc,71542996,2,"Monday, March 14, 2011 15:42:37 UTC",37.3002,-121.6742,1.2,6.10,18,"Northern California"
ak,10191426,1,"Monday, March 14, 2011 15:27:09 UTC",61.8578,-149.1740,1.8,0.00,18,"Southern Alaska"
nm,031411g,A,"Monday, March 14, 2011 15:25:51 UTC",35.2718,-92.3433,2.1,4.30, 7,"Arkansas"
nc,71542986,2,"Monday, March 14, 2011 15:24:01 UTC",38.8282,-122.8665,1.2,3.30,43,"Northern California"
us,c00022qd,7,"Monday, March 14, 2011 15:23:52 UTC",37.2066,143.5938,5.0,30.50,185,"off the east coast of Honshu, Japan"
nc,71542981,2,"Monday, March 14, 2011 15:21:00 UTC",38.8370,-122.8305,1.1,2.30,42,"Northern California"
nn,00329108,7,"Monday, March 14, 2011 15:16:34 UTC",39.0322,-118.8189,2.0,9.90, 7,"Nevada"
us,2011ildl,4,"Monday, March 14, 2011 15:11:12 UTC",36.2833,141.9519,4.7,36.20,29,"near the east coast of Honshu, Japan"
us,2011ildk,6,"Monday, March 14, 2011 15:00:50 UTC",36.3276,141.7475,4.7,38.40,57,"near the east coast of Honshu, Japan"
us,c00022pp,A,"Monday, March 14, 2011 14:51:39 UTC",38.5651,143.1738,5.1,19.00,204,"off the east coast of Honshu, Japan"
ak,10191409,1,"Monday, March 14, 2011 14:51:03 UTC",64.6977,-147.7563,1.4,12.00, 9,"Central Alaska"
us,c00022pq,5,"Monday, March 14, 2011 14:50:56 UTC",38.3269,142.1208,5.2,38.70,55,"near the east coast of Honshu, Japan"
ak,10191407,1,"Monday, March 14, 2011 14:49:23 UTC",61.0004,-150.0778,2.1,41.00,18,"Southern Alaska"
us,c00022pf,A,"Monday, March 14, 2011 14:22:36 UTC",36.2014,141.6308,5.1,23.50,210,"near the east coast of Honshu, Japan"
us,2011ilde,5,"Monday, March 14, 2011 14:11:54 UTC",39.9746,143.1810,4.4,11.90,16,"off the east coast of Honshu, Japan"
ci,10908485,2,"Monday, March 14, 2011 14:04:47 UTC",33.2250,-116.7453,1.5,13.70,66,"Southern California"
ak,10191393,1,"Monday, March 14, 2011 14:04:36 UTC",58.5813,-152.0425,2.9,81.80,43,"Kodiak Island region, Alaska"
nm,031511m,A,"Monday, March 14, 2011 14:03:23 UTC",35.2960,-92.3252,1.7,5.60, 6,"Arkansas"
us,2011ilc4,6,"Monday, March 14, 2011 13:53:09 UTC",36.7980,142.1123,4.7,24.00,69,"off the east coast of Honshu, Japan"
us,c00022n1,6,"Monday, March 14, 2011 12:45:31 UTC",36.7661,144.5018,4.7,24.80,70,"off the east coast of Honshu, Japan"
ci,10908461,4,"Monday, March 14, 2011 12:05:13 UTC",33.2365,-116.0858,1.6,8.10,54,"Southern California"
nc,71542946,2,"Monday, March 14, 2011 11:59:25 UTC",37.4650,-118.8172,1.0,5.30,14,"Central California"
ak,10191372,1,"Monday, March 14, 2011 11:55:20 UTC",64.7865,-148.0656,1.9,1.70,18,"Central Alaska"
us,c00022m0,4,"Monday, March 14, 2011 11:45:43 UTC",13.3633,-89.7637,4.6,74.90,47,"offshore El Salvador"
us,c00022lv,6,"Monday, March 14, 2011 11:34:18 UTC",40.8407,142.4373,4.7,25.30,30,"near the east coast of Honshu, Japan"
nc,71542936,3,"Monday, March 14, 2011 11:06:37 UTC",38.8382,-122.7740,1.6,2.60,49,"Northern California"
us,c00022li,6,"Monday, March 14, 2011 11:06:34 UTC",36.8732,140.5829,4.8,23.00,72,"near the east coast of Honshu, Japan"
ci,10908453,4,"Monday, March 14, 2011 10:41:42 UTC",33.6738,-116.7687,1.2,18.30,58,"Southern California"
pr,11073001,0,"Monday, March 14, 2011 10:38:04 UTC",19.0860,-68.6949,2.9,122.70, 7,"Dominican Republic region"
us,c00022l5,9,"Monday, March 14, 2011 10:34:52 UTC",39.7401,142.5457,4.9,24.60,182,"near the east coast of Honshu, Japan"
us,c00022lc,6,"Monday, March 14, 2011 10:29:05 UTC",39.6584,142.4662,5.1,20.30,161,"near the east coast of Honshu, Japan"
us,c00022l0,F,"Monday, March 14, 2011 10:28:41 UTC",37.2385,142.1640,5.1,22.30,117,"off the east coast of Honshu, Japan"
ak,10191344,1,"Monday, March 14, 2011 10:26:06 UTC",62.4533,-150.9925,2.1,72.80,30,"Central Alaska"
ak,10191345,1,"Monday, March 14, 2011 10:25:57 UTC",60.2754,-141.0713,1.3,21.50,10,"Southern Alaska"
nm,031511l,A,"Monday, March 14, 2011 10:16:43 UTC",35.2618,-92.3508,1.5,5.40, 5,"Arkansas"
ak,10191340,1,"Monday, March 14, 2011 10:15:39 UTC",61.2404,-140.6048,2.1,3.90,15,"Southern Yukon Territory, Canada"
us,c00022ki,5,"Monday, March 14, 2011 10:08:59 UTC",37.1263,143.6162,4.7,37.30,69,"off the east coast of Honshu, Japan"
ak,10191336,1,"Monday, March 14, 2011 09:59:49 UTC",63.4899,-147.3142,1.3,9.50, 9,"Central Alaska"
us,c00022k6,5,"Monday, March 14, 2011 09:39:16 UTC",12.5948,-88.9355,4.4,75.10,35,"offshore El Salvador"
us,c00022k7,6,"Monday, March 14, 2011 09:38:46 UTC",39.3703,142.0361,4.7,26.60,44,"near the east coast of Honshu, Japan"
nc,71542906,3,"Monday, March 14, 2011 09:22:15 UTC",37.4327,-122.2435,1.7,4.90,56,"San Francisco Bay area, California"
us,c00022k1,2,"Monday, March 14, 2011 09:21:03 UTC",-7.3152,120.2650,4.7,561.80,59,"Flores Sea"
us,c00022j0,9,"Monday, March 14, 2011 09:07:49 UTC",36.9345,141.2744,4.9,33.40,176,"near the east coast of Honshu, Japan"
us,c00022il,5,"Monday, March 14, 2011 08:58:18 UTC",35.9159,141.8496,4.8,21.80,65,"near the east coast of Honshu, Japan"
ak,10191322,1,"Monday, March 14, 2011 08:45:20 UTC",66.4149,-147.3911,2.0,6.70,11,"northern Alaska"
nn,00329015,7,"Monday, March 14, 2011 08:35:56 UTC",39.0313,-118.8169,1.8,8.10,12,"Nevada"
hv,60223326,1,"Monday, March 14, 2011 08:32:45 UTC",19.4018,-155.2730,1.9,2.20,10,"Island of Hawaii, Hawaii"
pr,11073000,0,"Monday, March 14, 2011 08:26:40 UTC",17.9120,-65.8358,2.4,13.10, 6,"Puerto Rico region"
us,c00022hb,5,"Monday, March 14, 2011 07:55:10 UTC",27.7571,56.8232,4.8,21.10,36,"southern Iran"
us,c00022h6,5,"Monday, March 14, 2011 07:52:18 UTC",40.2863,49.1245,4.4,65.60,21,"Azerbaijan"
ci,10908389,4,"Monday, March 14, 2011 07:38:00 UTC",33.5018,-115.7820,1.2,0.00,35,"Southern California"
us,c00022gx,6,"Monday, March 14, 2011 07:25:11 UTC",36.6798,141.3128,5.0,44.40,204,"near the east coast of Honshu, Japan"
us,c00022g5,8,"Monday, March 14, 2011 07:00:14 UTC",39.3244,143.3741,5.0,20.70,142,"off the east coast of Honshu, Japan"
ci,10908373,4,"Monday, March 14, 2011 06:57:43 UTC",32.7162,-116.0063,1.4,12.30,28,"Southern California"
us,c00022fq,7,"Monday, March 14, 2011 06:52:22 UTC",36.8993,141.1099,5.3,36.80,254,"near the east coast of Honshu, Japan"
us,c00022fp,7,"Monday, March 14, 2011 06:46:58 UTC",37.9423,142.9052,5.3,30.30,244,"off the east coast of Honshu, Japan"
us,c00022fl,9,"Monday, March 14, 2011 06:43:54 UTC",39.1014,142.3739,5.2,30.60,224,"near the east coast of Honshu, Japan"
ci,10908357,4,"Monday, March 14, 2011 06:39:16 UTC",33.5947,-115.9232,2.0,11.70,67,"Southern California"
ci,10908349,4,"Monday, March 14, 2011 06:30:03 UTC",31.9960,-115.0482,3.6,10.00,15,"Baja California, Mexico"
us,c00022f9,8,"Monday, March 14, 2011 06:27:29 UTC",36.9448,141.7466,5.1,35.00,120,"near the east coast of Honshu, Japan"
us,c00022f1,D,"Monday, March 14, 2011 06:18:26 UTC",38.0369,138.3938,5.4,35.40,62,"near the west coast of Honshu, Japan"
us,c00022er,A,"Monday, March 14, 2011 06:12:36 UTC",37.8002,142.5048,6.0,14.10,459,"off the east coast of Honshu, Japan"
nc,71542861,2,"Monday, March 14, 2011 06:03:13 UTC",38.8372,-122.8277,1.1,2.70,40,"Northern California"
us,c00022em,4,"Monday, March 14, 2011 06:02:42 UTC",38.1359,144.7849,4.7,24.30,88,"off the east coast of Honshu, Japan"
us,c00022ec,5,"Monday, March 14, 2011 05:53:27 UTC",36.4255,142.0016,4.8,38.60,82,"off the east coast of Honshu, Japan"
nm,031511k,A,"Monday, March 14, 2011 05:49:38 UTC",35.2731,-92.3412,1.7,5.80, 7,"Arkansas"
mb,11467479,2,"Monday, March 14, 2011 05:43:42 UTC",45.0295,-111.9668,1.2,10.50,23,"western Montana"
us,c00022ds,7,"Monday, March 14, 2011 05:42:15 UTC",39.7842,143.5316,4.7,17.70,86,"off the east coast of Honshu, Japan"
nm,031411b,A,"Monday, March 14, 2011 05:40:32 UTC",35.2836,-92.3425,2.3,2.60,10,"Arkansas"
us,c00022gz,3,"Monday, March 14, 2011 05:27:13 UTC",35.2874,142.1310,4.6,33.40,18,"off the east coast of Honshu, Japan"
us,c00022dd,6,"Monday, March 14, 2011 05:19:05 UTC",37.1478,143.2630,4.8,20.20,59,"off the east coast of Honshu, Japan"
us,c00022cu,5,"Monday, March 14, 2011 04:57:55 UTC",36.7757,143.4481,5.1,20.00,182,"off the east coast of Honshu, Japan"
us,c00022ct,5,"Monday, March 14, 2011 04:56:28 UTC",36.6486,143.4982,4.7,40.10,26,"off the east coast of Honshu, Japan"
us,c00022d9,4,"Monday, March 14, 2011 04:45:35 UTC",37.3008,141.5536,4.9,20.90,68,"near the east coast of Honshu, Japan"
us,c00022br,5,"Monday, March 14, 2011 04:26:20 UTC",38.4702,144.8078,4.6,26.40,42,"off the east coast of Honshu, Japan"
nc,71542811,3,"Monday, March 14, 2011 04:20:45 UTC",38.8230,-122.7900,1.6,2.30,64,"Northern California"
ak,10191246,1,"Monday, March 14, 2011 04:11:26 UTC",61.6531,-149.9505,1.9,216.00, 9,"Southern Alaska"
us,c00022bf,5,"Monday, March 14, 2011 03:59:55 UTC",-14.5699,167.3736,4.6,201.60,42,"Vanuatu"
us,c00022be,6,"Monday, March 14, 2011 03:56:37 UTC",36.7698,142.3625,4.6,14.80,39,"off the east coast of Honshu, Japan"
ci,10908309,4,"Monday, March 14, 2011 03:43:53 UTC",34.0442,-116.9265,1.3,17.10,54,"Southern California"
ak,10191229,1,"Monday, March 14, 2011 03:28:44 UTC",60.9259,-149.4622,2.2,30.60,16,"Kenai Peninsula, Alaska"
us,c00022aw,4,"Monday, March 14, 2011 03:20:40 UTC",36.7295,141.6688,5.2,20.10,168,"near the east coast of Honshu, Japan"
us,c00022ad,5,"Monday, March 14, 2011 03:18:46 UTC",39.2189,144.3308,5.3,26.30,189,"off the east coast of Honshu, Japan"
us,c00022ah,4,"Monday, March 14, 2011 03:17:00 UTC",-17.6248,-174.8023,5.3,206.90,58,"Tonga"
us,c000229u,8,"Monday, March 14, 2011 03:15:53 UTC",36.2652,142.1457,5.6,31.20,280,"off the east coast of Honshu, Japan"
ak,10191219,1,"Monday, March 14, 2011 03:10:56 UTC",60.4987,-151.8767,1.8,77.20, 9,"Kenai Peninsula, Alaska"
hv,60223256,1,"Monday, March 14, 2011 03:07:35 UTC",19.3868,-155.2785,1.7,3.50,11,"Island of Hawaii, Hawaii"
ak,10191216,1,"Monday, March 14, 2011 03:06:02 UTC",63.7853,-150.1150,1.1,7.20, 8,"Central Alaska"
ak,10191214,1,"Monday, March 14, 2011 02:59:02 UTC",62.9872,-150.9225,1.3,104.40, 7,"Central Alaska"
ak,10191213,1,"Monday, March 14, 2011 02:51:36 UTC",64.9003,-149.1513,1.0,13.40, 9,"Central Alaska"
nc,71542791,2,"Monday, March 14, 2011 02:50:34 UTC",36.7023,-121.1613,1.0,12.40,21,"Central California"
ak,10191211,1,"Monday, March 14, 2011 02:43:39 UTC",61.1076,-149.9506,1.6,31.70,10,"Southern Alaska"
nc,71542786,2,"Monday, March 14, 2011 02:34:40 UTC",38.8373,-122.8045,1.1,2.40,42,"Northern California"
us,c000228r,6,"Monday, March 14, 2011 02:11:31 UTC",36.2286,140.6695,4.7,20.50,53,"near the east coast of Honshu, Japan"
us,c000228y,3,"Monday, March 14, 2011 02:11:12 UTC",-17.8910,-178.6407,4.5,582.80,43,"Fiji region"
nc,71542781,2,"Monday, March 14, 2011 02:10:50 UTC",38.8400,-122.8632,1.1,1.50,40,"Northern California"
us,c000228f,6,"Monday, March 14, 2011 01:57:54 UTC",36.6679,142.3857,5.1,21.90,150,"off the east coast of Honshu, Japan"
us,c0002287,9,"Monday, March 14, 2011 01:43:49 UTC",25.4401,-109.6619,4.0,10.00,27,"Gulf of California"
us,c0002289,7,"Monday, March 14, 2011 01:40:24 UTC",38.1894,143.7176,4.9,20.10,75,"off the east coast of Honshu, Japan"
us,c0002282,5,"Monday, March 14, 2011 01:34:35 UTC",37.7364,143.4215,4.8,37.50,57,"off the east coast of Honshu, Japan"
us,c000227k,A,"Monday, March 14, 2011 01:02:40 UTC",36.4549,140.9649,5.8,18.80,386,"near the east coast of Honshu, Japan"
ak,10191189,1,"Monday, March 14, 2011 00:57:06 UTC",62.2127,-153.4445,1.9,0.00,12,"Central Alaska"
ak,10191188,1,"Monday, March 14, 2011 00:43:12 UTC",63.4915,-150.8291,1.4,8.80, 8,"Central Alaska"
us,c0002275,7,"Monday, March 14, 2011 00:40:18 UTC",37.9148,144.5038,4.6,25.00,93,"off the east coast of Honshu, Japan"
nm,031411a,A,"Monday, March 14, 2011 00:23:25 UTC",35.2636,-92.3465,2.6,5.90,13,"Arkansas"
us,c000226r,7,"Monday, March 14, 2011 00:22:49 UTC",36.9598,141.7614,5.0,25.10,179,"near the east coast of Honshu, Japan"
nn,00328978,7,"Monday, March 14, 2011 00:20:05 UTC",37.4943,-115.6277,1.1,0.00, 5,"Nevada"
us,c000226k,7,"Monday, March 14, 2011 00:13:34 UTC",40.2690,144.5177,4.8,25.00,85,"off the east coast of Honshu, Japan"
nc,71542746,2,"Monday, March 14, 2011 00:11:09 UTC",35.7192,-121.1128,1.3,7.10,24,"Central California"
us,c000226h,5,"Monday, March 14, 2011 00:07:51 UTC",37.1613,143.7623,4.9,25.00,68,"off the east coast of Honshu, Japan"
ak,10191170,1,"Monday, March 14, 2011 00:02:13 UTC",63.1692,-149.7693,1.6,105.30,11,"Central Alaska"
us,c0002263,7,"Sunday, March 13, 2011 23:53:49 UTC",35.7249,141.1470,4.9,25.40,156,"near the east coast of Honshu, Japan"
us,c000225s,6,"Sunday, March 13, 2011 23:41:27 UTC",36.8235,140.6999,4.7,25.50,73,"near the east coast of Honshu, Japan"
nn,00329554,7,"Sunday, March 13, 2011 23:28:16 UTC",39.0189,-118.8237,1.6,6.40, 6,"Nevada"
ak,10191165,2,"Sunday, March 13, 2011 23:26:53 UTC",62.5810,-149.7323,2.0,61.20,23,"Central Alaska"
us,c0002252,5,"Sunday, March 13, 2011 23:16:34 UTC",37.0596,143.4249,4.9,25.10,141,"off the east coast of Honshu, Japan"
ak,10193080,2,"Sunday, March 13, 2011 23:08:24 UTC",50.7417,-175.7193,2.4,18.10,13,"Andreanof Islands, Aleutian Islands, Alaska"
ci,10908285,4,"Sunday, March 13, 2011 23:07:09 UTC",32.5962,-117.0655,1.9,15.30,35,"San Diego County urban area, California"
nm,031511g,A,"Sunday, March 13, 2011 22:56:17 UTC",35.2563,-92.3540,1.8,5.00, 8,"Arkansas"
ak,10193079,2,"Sunday, March 13, 2011 22:50:14 UTC",51.0620,179.8263,3.1,0.10,13,"Rat Islands, Aleutian Islands, Alaska"
us,c0002245,7,"Sunday, March 13, 2011 22:45:29 UTC",38.6543,144.6704,4.8,28.60,125,"off the east coast of Honshu, Japan"
nn,00328966,7,"Sunday, March 13, 2011 22:42:01 UTC",39.0286,-118.8144,2.3,7.00,14,"Nevada"
nc,71542716,2,"Sunday, March 13, 2011 22:28:16 UTC",38.8173,-122.8105,1.1,2.10,32,"Northern California"
ci,10908277,4,"Sunday, March 13, 2011 22:26:02 UTC",33.9778,-116.7187,1.5,19.80,62,"Southern California"
ci,10908269,4,"Sunday, March 13, 2011 22:25:04 UTC",35.0397,-117.6742,1.9,0.00,29,"Southern California"
ak,10191147,2,"Sunday, March 13, 2011 22:20:48 UTC",63.4296,-146.0008,1.4,5.60,14,"Central Alaska"
us,c0002233,9,"Sunday, March 13, 2011 22:20:17 UTC",36.0565,141.7671,5.3,18.00,209,"near the east coast of Honshu, Japan"
ak,10191146,2,"Sunday, March 13, 2011 22:19:25 UTC",61.4531,-150.0576,1.5,49.50,17,"Southern Alaska"
nm,031511f,A,"Sunday, March 13, 2011 22:11:41 UTC",35.2713,-92.3435,1.7,5.30, 8,"Arkansas"
nc,71542711,3,"Sunday, March 13, 2011 22:10:02 UTC",38.8135,-122.7982,1.6,4.00,46,"Northern California"
nc,71542706,2,"Sunday, March 13, 2011 22:05:08 UTC",38.7828,-122.7717,1.1,4.50,40,"Northern California"
us,c000222w,9,"Sunday, March 13, 2011 22:04:41 UTC",37.0320,144.7309,5.1,25.50,201,"off the east coast of Honshu, Japan"
nm,031511e,A,"Sunday, March 13, 2011 22:03:19 UTC",35.2636,-92.3468,1.7,4.10, 8,"Arkansas"
nm,031511d,A,"Sunday, March 13, 2011 22:01:01 UTC",35.2599,-92.3510,1.7,5.30, 6,"Arkansas"
nc,71542696,2,"Sunday, March 13, 2011 21:59:25 UTC",36.6030,-121.1610,1.5,7.80,40,"Central California"
ak,10191132,2,"Sunday, March 13, 2011 21:48:40 UTC",57.9216,-153.5510,2.2,46.20,31,"Kodiak Island region, Alaska"
ak,10191130,2,"Sunday, March 13, 2011 21:32:26 UTC",51.3911,-172.7858,3.1,18.30,12,"Andreanof Islands, Aleutian Islands, Alaska"
nm,031411f,A,"Sunday, March 13, 2011 21:24:32 UTC",35.2550,-92.3442,2.3,3.80, 8,"Arkansas"
mb,11072866,2,"Sunday, March 13, 2011 21:19:33 UTC",46.9088,-112.0168,1.6,3.80,24,"western Montana"
nm,031411e,A,"Sunday, March 13, 2011 21:08:08 UTC",35.2636,-92.3447,2.5,4.20,11,"Arkansas"
nc,71542681,2,"Sunday, March 13, 2011 20:35:26 UTC",36.7970,-121.3773,1.2,3.60,28,"Central California"
us,c0002201,6,"Sunday, March 13, 2011 20:35:17 UTC",38.2937,143.7399,4.9,25.20,47,"off the east coast of Honshu, Japan"
ak,10193074,2,"Sunday, March 13, 2011 20:27:13 UTC",53.4697,-163.5784,2.3,18.10,13,"Unimak Island region, Alaska"
hv,60223146,1,"Sunday, March 13, 2011 20:22:54 UTC",19.4788,-155.8778,2.1,16.50,12,"Island of Hawaii, Hawaii"
us,2011ikf2,5,"Sunday, March 13, 2011 20:16:21 UTC",32.9536,-100.8098,3.8,5.00,12,"western Texas"
ak,10191106,2,"Sunday, March 13, 2011 20:08:39 UTC",53.8700,-165.2973,2.1,71.50,15,"Fox Islands, Aleutian Islands, Alaska"
us,c00021yy,8,"Sunday, March 13, 2011 19:59:51 UTC",37.0011,141.8315,5.1,25.00,167,"near the east coast of Honshu, Japan"
nc,71542661,3,"Sunday, March 13, 2011 19:55:46 UTC",37.4802,-121.7922,1.9,7.90,75,"San Francisco Bay area, California"
us,c00021yp,8,"Sunday, March 13, 2011 19:46:27 UTC",38.3743,144.7574,4.9,26.30,169,"off the east coast of Honshu, Japan"
us,c00021ym,7,"Sunday, March 13, 2011 19:38:15 UTC",37.4758,143.6777,4.9,41.50,93,"off the east coast of Honshu, Japan"
nc,71542641,2,"Sunday, March 13, 2011 19:17:54 UTC",38.9713,-122.5298,1.7,0.10,17,"Northern California"
us,c00021yg,5,"Sunday, March 13, 2011 19:16:41 UTC",35.9482,140.8796,4.9,25.40,128,"near the east coast of Honshu, Japan"
nn,00328950,7,"Sunday, March 13, 2011 19:05:06 UTC",39.0265,-118.8156,1.8,6.80, 8,"Nevada"
nm,031411d,A,"Sunday, March 13, 2011 18:55:01 UTC",35.2594,-92.3412,2.1,3.80, 9,"Arkansas"
us,c00021xu,5,"Sunday, March 13, 2011 18:49:31 UTC",35.2208,141.0131,4.9,25.00,147,"near the east coast of Honshu, Japan"
