Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10192580,1,"Wednesday, March 16, 2011 12:21:25 UTC",63.1908,-151.3304,1.9,3.70,13,"Central Alaska"
ci,10909469,4,"Wednesday, March 16, 2011 12:08:45 UTC",33.1597,-116.4815,1.0,0.10,38,"Southern California"
us,c000246a,8,"Wednesday, March 16, 2011 12:02:48 UTC",35.7230,141.8000,5.0,24.60,131,"near the east coast of Honshu, Japan"
ak,10192571,1,"Wednesday, March 16, 2011 11:59:27 UTC",62.1079,-151.1090,1.6,74.90,10,"Central Alaska"
us,c0002463,9,"Wednesday, March 16, 2011 11:51:44 UTC",37.7644,143.1062,4.6,25.00,24,"off the east coast of Honshu, Japan"
us,c000245t,9,"Wednesday, March 16, 2011 11:44:55 UTC",37.5946,141.3831,5.0,25.10,52,"near the east coast of Honshu, Japan"
ak,10192562,1,"Wednesday, March 16, 2011 11:38:45 UTC",61.1085,-146.8045,1.8,9.20, 9,"Southern Alaska"
us,c000245g,4,"Wednesday, March 16, 2011 11:29:14 UTC",39.8773,143.6005,4.8,30.80,52,"off the east coast of Honshu, Japan"
se,031611e,A,"Wednesday, March 16, 2011 11:25:59 UTC",35.3021,-82.4852,2.3,2.80,18,"North Carolina"
us,c0002451,9,"Wednesday, March 16, 2011 11:20:06 UTC",36.2779,141.1055,5.0,24.70,169,"near the east coast of Honshu, Japan"
us,c000244p,5,"Wednesday, March 16, 2011 11:18:02 UTC",37.2722,30.6382,4.4,10.00,25,"western Turkey"
ak,10192550,1,"Wednesday, March 16, 2011 11:16:41 UTC",59.7195,-152.8496,2.1,76.40,12,"Southern Alaska"
nm,031611a,A,"Wednesday, March 16, 2011 11:11:17 UTC",35.2495,-92.3687,2.4,4.00,11,"Arkansas"
ci,10909445,6,"Wednesday, March 16, 2011 11:11:03 UTC",32.5198,-115.6765,2.1,2.80,17,"Baja California, Mexico"
nc,71543791,2,"Wednesday, March 16, 2011 10:54:09 UTC",35.9862,-120.5542,1.0,4.30,37,"Central California"
nc,71543786,2,"Wednesday, March 16, 2011 10:53:22 UTC",38.8235,-122.7995,1.0,3.10,42,"Northern California"
uw,03161037,1,"Wednesday, March 16, 2011 10:37:25 UTC",46.0919,-122.0169,2.4,6.40,39,"Washington"
us,c000243l,7,"Wednesday, March 16, 2011 10:24:07 UTC",37.9550,144.1940,4.7,25.00,43,"off the east coast of Honshu, Japan"
us,c000243c,8,"Wednesday, March 16, 2011 10:16:13 UTC",39.7640,143.4336,5.1,29.90,132,"off the east coast of Honshu, Japan"
nm,031611b,A,"Wednesday, March 16, 2011 10:12:43 UTC",35.2378,-92.4035,2.2,5.70,10,"Arkansas"
nm,031611c,A,"Wednesday, March 16, 2011 10:07:23 UTC",35.2179,-92.3840,2.0,5.80, 7,"Arkansas"
ci,10909397,4,"Wednesday, March 16, 2011 09:38:52 UTC",34.4043,-117.7355,1.0,7.00,15,"Southern California"
ci,10909381,4,"Wednesday, March 16, 2011 09:12:01 UTC",33.2073,-115.6068,1.4,0.00,11,"Southern California"
ci,10909373,4,"Wednesday, March 16, 2011 09:06:01 UTC",33.1292,-115.6642,1.2,0.00,18,"Southern California"
ci,10909365,6,"Wednesday, March 16, 2011 09:03:01 UTC",33.1187,-115.6867,1.3,0.00,28,"Southern California"
ci,10909357,6,"Wednesday, March 16, 2011 09:00:01 UTC",33.0527,-115.7430,1.3,0.00,33,"Southern California"
us,c000241l,5,"Wednesday, March 16, 2011 08:58:28 UTC",37.1795,142.4340,4.6,30.00,64,"off the east coast of Honshu, Japan"
ci,10909349,6,"Wednesday, March 16, 2011 08:39:01 UTC",33.1490,-115.6442,1.3,0.00,17,"Southern California"
ci,10909341,4,"Wednesday, March 16, 2011 08:38:12 UTC",32.6037,-115.8080,1.6,5.50,14,"Baja California, Mexico"
ak,10192527,2,"Wednesday, March 16, 2011 08:18:15 UTC",61.0191,-146.5729,1.2,26.10, 8,"Southern Alaska"
us,c000241e,9,"Wednesday, March 16, 2011 08:17:10 UTC",37.3104,143.5845,5.0,29.30,173,"off the east coast of Honshu, Japan"
nc,71543766,0,"Wednesday, March 16, 2011 07:50:41 UTC",38.8060,-122.7948,1.0,3.70,16,"Northern California"
us,c0002419,3,"Wednesday, March 16, 2011 07:37:20 UTC",28.4610,-43.7334,4.8,10.10,87,"northern Mid-Atlantic Ridge"
ak,10192514,1,"Wednesday, March 16, 2011 07:31:57 UTC",60.9489,-150.4666,2.1,40.30,19,"Kenai Peninsula, Alaska"
ci,10909293,4,"Wednesday, March 16, 2011 07:30:00 UTC",33.2350,-115.9928,1.5,0.00,53,"Southern California"
nc,71543746,2,"Wednesday, March 16, 2011 07:25:07 UTC",38.7580,-122.7332,1.1,1.60,35,"Northern California"
pr,11075001,0,"Wednesday, March 16, 2011 07:08:50 UTC",19.0919,-66.4680,2.8,26.00, 7,"Puerto Rico region"
us,c000240v,4,"Wednesday, March 16, 2011 07:06:11 UTC",37.8402,144.0529,4.8,30.00,67,"off the east coast of Honshu, Japan"
us,c000240p,6,"Wednesday, March 16, 2011 06:55:01 UTC",36.6671,143.1178,4.8,27.00,103,"off the east coast of Honshu, Japan"
nc,71543741,2,"Wednesday, March 16, 2011 06:45:37 UTC",38.8388,-122.8302,1.4,2.30,43,"Northern California"
us,c000240k,8,"Wednesday, March 16, 2011 06:29:03 UTC",39.9443,142.0759,5.8,31.10,289,"near the east coast of Honshu, Japan"
us,c000240i,3,"Wednesday, March 16, 2011 06:15:23 UTC",39.2520,144.5171,4.7,25.10,43,"off the east coast of Honshu, Japan"
nc,71543736,2,"Wednesday, March 16, 2011 05:42:26 UTC",37.4223,-118.4767,1.2,12.60, 7,"Central California"
us,c000240e,4,"Wednesday, March 16, 2011 05:23:34 UTC",37.2318,144.2828,4.8,35.90,41,"off the east coast of Honshu, Japan"
pr,11075000,0,"Wednesday, March 16, 2011 05:20:00 UTC",19.0820,-66.4820,3.0,12.50,15,"Puerto Rico region"
nn,00329289,7,"Wednesday, March 16, 2011 05:19:55 UTC",36.4257,-116.9458,1.0,13.40,11,"Central California"
ak,10192489,1,"Wednesday, March 16, 2011 04:54:22 UTC",63.5638,-150.7340,1.5,0.00, 9,"Central Alaska"
us,c0002406,7,"Wednesday, March 16, 2011 04:44:59 UTC",36.9876,143.2187,4.9,20.00,121,"off the east coast of Honshu, Japan"
us,c00023zz,9,"Wednesday, March 16, 2011 04:14:32 UTC",37.5612,141.4133,5.3,24.70,235,"near the east coast of Honshu, Japan"
ci,10909261,4,"Wednesday, March 16, 2011 03:59:10 UTC",32.9053,-116.2340,1.4,6.70,39,"Southern California"
us,c00023zp,9,"Wednesday, March 16, 2011 03:52:05 UTC",35.7951,140.8035,6.0,25.00,420,"near the east coast of Honshu, Japan"
ak,10192464,1,"Wednesday, March 16, 2011 03:51:51 UTC",63.4931,-147.8943,1.5,0.00,14,"Central Alaska"
us,c00023zk,5,"Wednesday, March 16, 2011 03:23:34 UTC",37.1284,141.1533,4.6,25.00,31,"near the east coast of Honshu, Japan"
nc,71543716,2,"Wednesday, March 16, 2011 03:19:37 UTC",38.8180,-122.7955,1.1,3.50,40,"Northern California"
nc,71543711,3,"Wednesday, March 16, 2011 03:15:32 UTC",38.7777,-122.7557,2.6,0.90,74,"Northern California"
nc,71543706,5,"Wednesday, March 16, 2011 03:10:14 UTC",37.4130,-121.8155,1.8,0.00,51,"San Francisco Bay area, California"
nc,71543696,2,"Wednesday, March 16, 2011 02:25:45 UTC",38.7908,-122.7493,1.2,2.60,54,"Northern California"
hv,60223716,1,"Wednesday, March 16, 2011 02:19:49 UTC",19.1763,-155.6512,2.1,0.00,21,"Island of Hawaii, Hawaii"
se,031611f,A,"Wednesday, March 16, 2011 02:15:33 UTC",35.3043,-82.4813,2.1,4.40,12,"North Carolina"
ak,10192446,1,"Wednesday, March 16, 2011 02:07:46 UTC",63.3199,-149.9311,2.3,93.70,34,"Central Alaska"
nc,71543686,3,"Wednesday, March 16, 2011 02:04:49 UTC",40.1567,-120.9682,2.4,9.40,35,"Northern California"
us,c00023z2,7,"Wednesday, March 16, 2011 01:55:09 UTC",37.5198,143.0181,4.9,29.10,158,"off the east coast of Honshu, Japan"
ci,10909221,4,"Wednesday, March 16, 2011 01:45:25 UTC",32.5035,-115.6733,1.6,4.20,12,"Baja California, Mexico"
nc,71543681,2,"Wednesday, March 16, 2011 01:33:58 UTC",38.8148,-122.7955,1.3,2.20,61,"Northern California"
us,c00023yn,4,"Wednesday, March 16, 2011 01:03:19 UTC",36.0921,143.3722,4.6,25.00,31,"off the east coast of Honshu, Japan"
ak,10192435,1,"Wednesday, March 16, 2011 00:41:37 UTC",59.0179,-152.7689,2.3,58.90,20,"Southern Alaska"
nc,71543651,2,"Wednesday, March 16, 2011 00:14:10 UTC",38.8348,-122.8083,1.1,2.80,51,"Northern California"
ci,10909197,3,"Wednesday, March 16, 2011 00:11:29 UTC",32.2587,-115.3390,1.8,5.60,12,"Baja California, Mexico"
us,c00023xc,4,"Wednesday, March 16, 2011 00:10:09 UTC",-21.2168,-176.6999,5.1,268.30,20,"Fiji region"
nn,00329280,7,"Wednesday, March 16, 2011 00:08:22 UTC",37.3247,-117.2870,1.0,4.20, 6,"Nevada"
us,c00023x5,7,"Tuesday, March 15, 2011 23:58:05 UTC",35.8441,141.2325,4.8,25.00,62,"near the east coast of Honshu, Japan"
ak,10192413,1,"Tuesday, March 15, 2011 23:44:50 UTC",64.9715,-147.3640,1.5,0.00,10,"Central Alaska"
ci,10909133,4,"Tuesday, March 15, 2011 22:40:50 UTC",33.0028,-116.3513,1.1,6.90,24,"Southern California"
us,c00023v9,8,"Tuesday, March 15, 2011 22:37:16 UTC",37.4556,144.1839,5.4,25.00,225,"off the east coast of Honshu, Japan"
nm,031611d,A,"Tuesday, March 15, 2011 22:20:19 UTC",35.2758,-92.3420,1.9,3.70, 5,"Arkansas"
us,c00023uy,4,"Tuesday, March 15, 2011 22:16:14 UTC",2.5143,126.9521,4.8,65.90,27,"Molucca Sea"
ci,10909109,4,"Tuesday, March 15, 2011 22:13:36 UTC",35.0390,-117.6710,1.7,0.00,25,"Southern California"
uw,03152202,1,"Tuesday, March 15, 2011 22:02:22 UTC",48.4458,-122.8691,1.5,14.70,18,"San Juan Islands region, Washington"
nn,00329273,7,"Tuesday, March 15, 2011 21:53:31 UTC",38.3825,-118.7295,2.7,12.70,14,"Nevada"
nn,00329271,7,"Tuesday, March 15, 2011 21:44:34 UTC",38.3825,-118.7309,2.5,10.10,14,"Nevada"
us,c00023u3,4,"Tuesday, March 15, 2011 21:42:09 UTC",39.6696,143.0949,4.8,17.40,61,"off the east coast of Honshu, Japan"
ci,10909117,3,"Tuesday, March 15, 2011 21:40:11 UTC",35.6732,-118.0908,1.4,13.30,26,"Central California"
ak,10192273,1,"Tuesday, March 15, 2011 21:05:38 UTC",61.8184,-149.7123,1.9,25.20,12,"Southern Alaska"
us,c00023t2,3,"Tuesday, March 15, 2011 21:04:50 UTC",36.7207,140.3890,5.1,20.30,142,"near the east coast of Honshu, Japan"
ci,10909069,4,"Tuesday, March 15, 2011 20:58:19 UTC",33.9745,-116.4352,1.0,9.30,24,"Southern California"
nc,71543611,0,"Tuesday, March 15, 2011 20:54:40 UTC",38.7905,-122.7785,1.0,1.70, 9,"Northern California"
us,c00023qk,9,"Tuesday, March 15, 2011 20:30:00 UTC",35.2518,141.1928,5.7,23.80,148,"near the east coast of Honshu, Japan"
us,c00023pz,6,"Tuesday, March 15, 2011 20:14:31 UTC",37.7400,143.4120,5.3,10.20,105,"off the east coast of Honshu, Japan"
ak,10192240,1,"Tuesday, March 15, 2011 20:13:47 UTC",61.6778,-149.6692,1.8,23.90, 8,"Southern Alaska"
us,c00023pg,4,"Tuesday, March 15, 2011 20:00:18 UTC",37.9548,143.9252,4.6,33.00,19,"off the east coast of Honshu, Japan"
us,c00023nx,8,"Tuesday, March 15, 2011 19:53:18 UTC",37.7829,142.1741,4.9,18.80,79,"off the east coast of Honshu, Japan"
nc,71543591,2,"Tuesday, March 15, 2011 19:47:56 UTC",36.5840,-121.1803,1.9,6.10,35,"Central California"
ci,10909061,2,"Tuesday, March 15, 2011 19:43:47 UTC",34.5497,-119.0175,1.0,6.80,15,"Southern California"
nc,71543581,2,"Tuesday, March 15, 2011 19:34:35 UTC",38.7795,-122.7567,1.1,1.40,40,"Northern California"
nc,71543571,4,"Tuesday, March 15, 2011 19:24:28 UTC",37.4773,-118.8417,1.6,5.20,29,"Central California"
us,c00023me,6,"Tuesday, March 15, 2011 19:13:36 UTC",38.5141,143.2601,4.8,21.10,77,"off the east coast of Honshu, Japan"
uu,03151905,2,"Tuesday, March 15, 2011 19:05:09 UTC",44.7167,-110.8828,1.4,1.80,12,"Yellowstone National Park, Wyoming"
us,c00023lz,7,"Tuesday, March 15, 2011 19:01:32 UTC",38.1621,142.0373,5.3,19.10,279,"near the east coast of Honshu, Japan"
nc,71543566,2,"Tuesday, March 15, 2011 18:51:48 UTC",37.3238,-122.1047,1.5,0.00,27,"San Francisco Bay area, California"
nn,00329239,7,"Tuesday, March 15, 2011 18:36:07 UTC",38.3822,-118.7320,1.5,11.70, 8,"Nevada"
us,c00023lk,6,"Tuesday, March 15, 2011 18:29:14 UTC",37.7175,143.6037,5.0,38.30,168,"off the east coast of Honshu, Japan"
nc,71543561,3,"Tuesday, March 15, 2011 18:22:05 UTC",38.8443,-122.8262,1.0,2.60,42,"Northern California"
us,c00023lb,5,"Tuesday, March 15, 2011 18:19:40 UTC",36.5658,141.1142,4.5,53.80,16,"near the east coast of Honshu, Japan"
nn,00329237,7,"Tuesday, March 15, 2011 18:14:40 UTC",38.3849,-118.7273,3.7,12.50,14,"Nevada"
nn,00329236,7,"Tuesday, March 15, 2011 18:11:02 UTC",38.3859,-118.7266,3.2,12.20,14,"Nevada"
nm,031511j,A,"Tuesday, March 15, 2011 18:00:47 UTC",35.2705,-92.3420,2.4,5.20,10,"Arkansas"
ak,10192174,1,"Tuesday, March 15, 2011 17:48:41 UTC",63.2472,-148.1256,2.4,62.70,29,"Central Alaska"
us,c00023km,5,"Tuesday, March 15, 2011 17:40:53 UTC",35.5255,141.1453,4.6,26.90,29,"near the east coast of Honshu, Japan"
nm,031711d,A,"Tuesday, March 15, 2011 17:27:14 UTC",35.2910,-92.3263,1.6,5.10, 5,"Arkansas"
ci,10909029,4,"Tuesday, March 15, 2011 17:25:23 UTC",33.8657,-118.3142,2.1,16.00,46,"Greater Los Angeles area, California"
ci,10908941,4,"Tuesday, March 15, 2011 17:16:28 UTC",35.0463,-118.3210,1.5,0.00,16,"Southern California"
nc,71543506,3,"Tuesday, March 15, 2011 16:53:34 UTC",38.8197,-122.7900,1.8,2.90,51,"Northern California"
ak,10192139,1,"Tuesday, March 15, 2011 16:48:04 UTC",61.9995,-149.1963,1.8,6.80,15,"Central Alaska"
nc,71543501,2,"Tuesday, March 15, 2011 16:33:22 UTC",36.4972,-121.0758,1.1,4.40,10,"Central California"
us,2011imde,5,"Tuesday, March 15, 2011 16:23:05 UTC",37.0247,140.3137,4.7,35.80,56,"eastern Honshu, Japan"
ak,10192121,1,"Tuesday, March 15, 2011 16:17:38 UTC",57.7665,-153.0682,2.9,37.20,20,"Kodiak Island region, Alaska"
ci,10908925,2,"Tuesday, March 15, 2011 16:07:25 UTC",34.6335,-117.3163,1.3,0.00,17,"Southern California"
nc,71543486,3,"Tuesday, March 15, 2011 16:03:15 UTC",38.8457,-122.8257,2.0,1.70,50,"Northern California"
us,2011imcj,4,"Tuesday, March 15, 2011 16:02:02 UTC",-5.0163,151.9524,4.8,111.70,23,"New Britain region, Papua New Guinea"
nc,71543476,4,"Tuesday, March 15, 2011 15:57:38 UTC",38.8373,-122.8305,1.4,2.80,41,"Northern California"
ci,10908917,4,"Tuesday, March 15, 2011 15:26:55 UTC",34.4818,-116.4808,2.1,5.00,41,"Southern California"
us,c00023hu,A,"Tuesday, March 15, 2011 15:23:54 UTC",40.3300,143.2708,6.1,19.40,319,"off the east coast of Honshu, Japan"
ci,10908901,4,"Tuesday, March 15, 2011 15:15:54 UTC",32.9630,-116.3248,1.2,11.60,29,"Southern California"
us,2011imdr,3,"Tuesday, March 15, 2011 15:03:55 UTC",37.0535,142.0041,4.5,38.80,14,"off the east coast of Honshu, Japan"
us,2011imdq,6,"Tuesday, March 15, 2011 14:58:54 UTC",37.5178,143.5884,4.8,22.20,53,"off the east coast of Honshu, Japan"
us,c00023h8,5,"Tuesday, March 15, 2011 14:51:21 UTC",37.1790,142.1116,4.7,7.50,72,"off the east coast of Honshu, Japan"
nc,71543456,3,"Tuesday, March 15, 2011 14:45:48 UTC",38.7890,-122.7788,1.0,4.10,40,"Northern California"
us,2011imdn,5,"Tuesday, March 15, 2011 14:40:38 UTC",39.7277,142.5421,4.6,29.80,33,"near the east coast of Honshu, Japan"
us,2011imdg,2,"Tuesday, March 15, 2011 14:30:23 UTC",40.1770,143.6621,4.6,16.10,23,"off the east coast of Honshu, Japan"
ak,10192078,1,"Tuesday, March 15, 2011 14:09:19 UTC",62.9135,-151.3361,1.5,107.10, 7,"Central Alaska"
hv,60223616,1,"Tuesday, March 15, 2011 14:04:40 UTC",19.3858,-155.4923,1.9,9.10,26,"Island of Hawaii, Hawaii"
nc,71543446,3,"Tuesday, March 15, 2011 13:54:39 UTC",36.4980,-121.0747,2.1,5.90,56,"Central California"
pr,11074003,0,"Tuesday, March 15, 2011 13:49:08 UTC",19.1270,-66.4589,3.0,27.00, 4,"Puerto Rico region"
us,c00023fz,C,"Tuesday, March 15, 2011 13:37:56 UTC",37.7069,141.9000,5.1,37.90,154,"near the east coast of Honshu, Japan"
us,c00023fx,D,"Tuesday, March 15, 2011 13:31:46 UTC",35.3000,138.7000,6.2,10.00,358,"eastern Honshu, Japan"
us,c00023fq,B,"Tuesday, March 15, 2011 13:27:56 UTC",37.5738,142.2265,5.7,28.00,338,"off the east coast of Honshu, Japan"
nc,71543426,2,"Tuesday, March 15, 2011 13:11:26 UTC",39.5380,-120.3742,1.1,7.20,14,"Northern California"
us,2011imce,6,"Tuesday, March 15, 2011 13:10:46 UTC",36.7171,140.9912,4.5,35.00,12,"near the east coast of Honshu, Japan"
ci,10908861,3,"Tuesday, March 15, 2011 13:08:13 UTC",32.1997,-115.2195,2.9,10.00,14,"Baja California, Mexico"
pr,11074002,0,"Tuesday, March 15, 2011 13:07:51 UTC",18.2840,-68.0459,3.0,105.40, 9,"Mona Passage, Dominican Republic"
mb,11309008,2,"Tuesday, March 15, 2011 13:03:49 UTC",45.3455,-112.6196,1.0,7.00, 9,"western Montana"
mb,11914395,2,"Tuesday, March 15, 2011 12:58:32 UTC",47.0143,-114.4930,1.0,15.90,16,"western Montana"
us,c00023ff,2,"Tuesday, March 15, 2011 12:51:45 UTC",38.9248,144.2093,4.6,25.20,13,"off the east coast of Honshu, Japan"
nc,71543551,2,"Tuesday, March 15, 2011 12:40:27 UTC",37.6842,-119.4178,1.4,21.40,14,"Central California"
nc,71543421,2,"Tuesday, March 15, 2011 12:37:43 UTC",38.8387,-122.8300,1.0,2.60,35,"Northern California"
us,c00023fe,6,"Tuesday, March 15, 2011 12:33:10 UTC",38.9765,142.6313,4.9,24.90,140,"near the east coast of Honshu, Japan"
nn,00329208,7,"Tuesday, March 15, 2011 12:18:16 UTC",39.0293,-118.7972,1.2,8.00, 7,"Nevada"
nn,00329206,7,"Tuesday, March 15, 2011 11:57:38 UTC",37.0760,-117.7732,1.4,35.20, 7,"Central California"
us,c00023f3,9,"Tuesday, March 15, 2011 11:46:19 UTC",40.5300,142.6893,5.2,13.70,199,"near the east coast of Honshu, Japan"
us,c00023f0,8,"Tuesday, March 15, 2011 11:43:47 UTC",37.8188,145.1176,5.0,18.20,96,"off the east coast of Honshu, Japan"
ci,10908829,4,"Tuesday, March 15, 2011 11:32:55 UTC",32.6780,-115.7312,1.5,5.30,25,"Southern California"
ak,10192022,1,"Tuesday, March 15, 2011 11:32:53 UTC",62.7411,-149.4742,2.9,65.20,51,"Central Alaska"
nm,031511h,A,"Tuesday, March 15, 2011 11:30:20 UTC",35.2700,-92.3437,2.0,5.90, 6,"Arkansas"
nn,00329202,7,"Tuesday, March 15, 2011 11:09:05 UTC",38.3645,-116.3566,1.6,2.20, 5,"Nevada"
us,c00023es,6,"Tuesday, March 15, 2011 11:06:16 UTC",37.1452,142.3754,5.2,22.30,228,"off the east coast of Honshu, Japan"
nc,71543396,3,"Tuesday, March 15, 2011 10:57:21 UTC",36.7280,-121.3965,1.6,7.40,45,"Central California"
us,c00023em,7,"Tuesday, March 15, 2011 10:49:59 UTC",35.5931,141.8894,5.2,24.90,157,"near the east coast of Honshu, Japan"
nc,71543391,0,"Tuesday, March 15, 2011 10:42:01 UTC",38.8277,-122.7673,1.0,0.90,13,"Northern California"
us,c00023ec,4,"Tuesday, March 15, 2011 10:31:28 UTC",35.7980,140.6467,4.8,42.20,33,"near the east coast of Honshu, Japan"
ak,10192005,1,"Tuesday, March 15, 2011 10:28:54 UTC",63.5361,-150.9332,1.7,2.80,13,"Central Alaska"
nm,031511a,A,"Tuesday, March 15, 2011 09:52:37 UTC",35.2568,-92.3533,2.2,3.90,11,"Arkansas"
us,c00023e1,8,"Tuesday, March 15, 2011 09:49:54 UTC",37.3480,142.4062,6.0,15.30,284,"off the east coast of Honshu, Japan"
uu,03150949,2,"Tuesday, March 15, 2011 09:49:24 UTC",39.0005,-111.3683,1.5,2.10,15,"Utah"
us,c00023e5,4,"Tuesday, March 15, 2011 09:46:27 UTC",37.7771,143.8186,4.6,34.80,34,"off the east coast of Honshu, Japan"
ak,10191991,1,"Tuesday, March 15, 2011 09:16:44 UTC",61.3577,-141.6879,1.5,0.90, 7,"Southern Alaska"
us,c00023dp,5,"Tuesday, March 15, 2011 09:16:00 UTC",35.6010,141.8865,4.7,30.70,42,"near the east coast of Honshu, Japan"
nm,031511b,A,"Tuesday, March 15, 2011 09:10:29 UTC",35.2588,-92.3545,2.1,6.60, 9,"Arkansas"
ak,10191986,1,"Tuesday, March 15, 2011 09:09:11 UTC",60.7660,-146.1865,2.0,23.40,21,"Southern Alaska"
hv,60223596,1,"Tuesday, March 15, 2011 08:50:48 UTC",18.8418,-156.1828,2.2,52.50,17,"Hawaii region, Hawaii"
us,c00023d8,8,"Tuesday, March 15, 2011 08:48:24 UTC",37.4996,143.6422,5.3,35.30,257,"off the east coast of Honshu, Japan"
nm,031511i,A,"Tuesday, March 15, 2011 08:46:32 UTC",35.2454,-92.3452,2.1,4.40, 8,"Arkansas"
us,c00023d6,4,"Tuesday, March 15, 2011 08:36:23 UTC",36.6536,142.5367,4.8,35.30,82,"off the east coast of Honshu, Japan"
mb,11993630,2,"Tuesday, March 15, 2011 08:34:15 UTC",45.0763,-111.9978,1.0,0.20, 9,"western Montana"
nm,031511c,A,"Tuesday, March 15, 2011 08:27:02 UTC",36.2128,-89.4702,1.1,11.50,12,"Tennessee"
ak,10191974,1,"Tuesday, March 15, 2011 08:05:03 UTC",61.6104,-147.8990,1.5,28.40, 6,"Southern Alaska"
nc,71543356,2,"Tuesday, March 15, 2011 08:04:36 UTC",37.4000,-121.7290,1.0,5.50,20,"Northern California"
us,c00023d3,9,"Tuesday, March 15, 2011 08:01:46 UTC",40.4357,143.2404,5.2,29.50,196,"off the east coast of Honshu, Japan"
us,c00023d0,7,"Tuesday, March 15, 2011 07:35:45 UTC",37.4849,142.3236,4.9,37.70,155,"off the east coast of Honshu, Japan"
us,c00023cz,6,"Tuesday, March 15, 2011 07:18:13 UTC",36.1004,142.2954,4.6,37.50,69,"off the east coast of Honshu, Japan"
ci,10908773,4,"Tuesday, March 15, 2011 07:15:48 UTC",31.5605,-117.1062,3.3,7.10, 8,"offshore Baja California, Mexico"
us,c00023cx,6,"Tuesday, March 15, 2011 07:08:29 UTC",38.3362,142.2110,5.0,30.10,178,"near the east coast of Honshu, Japan"
us,c00023cw,7,"Tuesday, March 15, 2011 07:03:47 UTC",36.8141,140.3829,4.9,22.70,186,"near the east coast of Honshu, Japan"
mb,11323238,2,"Tuesday, March 15, 2011 06:57:09 UTC",44.6569,-114.3615,2.7,12.10,33,"southern Idaho"
us,c00023ct,8,"Tuesday, March 15, 2011 06:56:31 UTC",36.8636,140.3628,4.7,30.00,132,"near the east coast of Honshu, Japan"
ci,10908765,4,"Tuesday, March 15, 2011 06:41:26 UTC",35.3052,-118.6018,1.3,5.50,20,"Central California"
us,c00023ck,4,"Tuesday, March 15, 2011 06:40:27 UTC",37.5173,143.7323,4.9,29.90,80,"off the east coast of Honshu, Japan"
ak,10191953,1,"Tuesday, March 15, 2011 06:34:03 UTC",57.9877,-154.2191,2.5,60.60,29,"Kodiak Island region, Alaska"
ci,10908749,4,"Tuesday, March 15, 2011 06:17:18 UTC",33.0407,-116.5597,1.0,6.70,36,"Southern California"
ak,10191949,1,"Tuesday, March 15, 2011 06:13:36 UTC",66.6202,-146.8751,1.8,21.50, 8,"northern Alaska"
nc,71543336,2,"Tuesday, March 15, 2011 05:50:41 UTC",36.5340,-121.1042,1.2,6.80,22,"Central California"
pr,11074001,0,"Tuesday, March 15, 2011 05:47:49 UTC",18.6380,-66.7310,2.5,73.00, 7,"Puerto Rico region"
us,c00023c7,5,"Tuesday, March 15, 2011 05:40:24 UTC",37.9445,141.9655,4.6,25.00,30,"near the east coast of Honshu, Japan"
pr,11074000,0,"Tuesday, March 15, 2011 05:37:47 UTC",19.1229,-66.4850,3.0,21.00,12,"Puerto Rico region"
us,c00023c0,5,"Tuesday, March 15, 2011 05:32:49 UTC",-3.5867,131.2887,4.9,33.20,34,"Ceram Sea, Indonesia"
us,c00023c2,7,"Tuesday, March 15, 2011 05:31:25 UTC",36.1621,142.2320,5.0,25.20,199,"off the east coast of Honshu, Japan"
ci,10908741,4,"Tuesday, March 15, 2011 04:56:36 UTC",33.3193,-116.4188,1.4,6.60,69,"Southern California"
ak,10191935,1,"Tuesday, March 15, 2011 04:52:20 UTC",63.0923,-150.8998,1.9,119.90,19,"Central Alaska"
nc,71543311,2,"Tuesday, March 15, 2011 04:09:46 UTC",37.7627,-121.9165,1.6,8.60,32,"San Francisco Bay area, California"
ak,10191927,1,"Tuesday, March 15, 2011 04:00:51 UTC",61.7460,-151.5295,2.0,75.70,23,"Southern Alaska"
nc,71543301,2,"Tuesday, March 15, 2011 03:49:09 UTC",36.4582,-121.0337,1.3,5.60,16,"Central California"
nc,71543296,2,"Tuesday, March 15, 2011 03:48:10 UTC",36.5410,-121.1363,1.3,8.50,31,"Central California"
us,c00023b5,5,"Tuesday, March 15, 2011 03:25:20 UTC",1.7814,31.2980,5.0,10.10,44,"Lake Albert region, Uganda"
ak,10191911,1,"Tuesday, March 15, 2011 03:22:17 UTC",60.6491,-145.3854,2.2,9.20,26,"Southern Alaska"
us,c00023ax,6,"Tuesday, March 15, 2011 03:21:35 UTC",37.6799,143.9408,5.1,25.00,137,"off the east coast of Honshu, Japan"
nc,71543286,2,"Tuesday, March 15, 2011 03:08:36 UTC",38.8177,-122.7872,1.0,2.80,42,"Northern California"
ak,10191906,1,"Tuesday, March 15, 2011 02:36:37 UTC",63.9422,-148.9554,1.4,0.00,12,"Central Alaska"
us,c00023aa,4,"Tuesday, March 15, 2011 02:17:14 UTC",36.0371,141.6151,4.7,24.90,91,"near the east coast of Honshu, Japan"
nn,00329178,7,"Tuesday, March 15, 2011 01:51:37 UTC",37.3075,-115.5928,1.4,12.20, 8,"Nevada"
ci,10908709,4,"Tuesday, March 15, 2011 01:45:13 UTC",36.0922,-117.8512,1.1,4.60,22,"Central California"
